votes: cool,votes: funny,votes: useful
0.0,4.130183380142078e-06,1.1606358737073418e-05
0.0,0.0,1.1606358737073418e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.130183380142078e-06,5.803179368536709e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.298402947922895e-05,1.2390550140426234e-05,3.481907621122026e-05
0.0,0.0,0.0
1.563055617426507e-05,4.130183380142078e-06,7.350693866813165e-05
1.1722917130698802e-05,9.49942177432678e-05,0.00017022659481041012
0.0,0.0,0.0
0.0,8.260366760284156e-06,5.4163007439675954e-05
0.0,0.0,3.868786245691139e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,3.868786245691139e-06
3.907639043566268e-06,0.0,3.868786245691139e-06
3.907639043566268e-06,8.260366760284156e-06,3.481907621122026e-05
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,2.3212717474146837e-05
0.0,4.130183380142078e-06,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,7.737572491382278e-06
0.0,0.0,3.868786245691139e-06
3.907639043566268e-06,0.0,1.1606358737073418e-05
0.0,4.130183380142078e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
1.563055617426507e-05,4.130183380142078e-06,2.7081503719837977e-05
0.0,0.0,0.0
3.907639043566268e-06,0.0,3.868786245691139e-06
0.0,8.260366760284156e-06,2.7081503719837977e-05
0.0,8.260366760284156e-06,0.0001276699461078076
0.0,0.0,5.029422119398481e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,0.0
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,8.260366760284156e-06,1.5475144982764557e-05
0.0,0.0,7.737572491382278e-06
0.0,0.0,1.5475144982764557e-05
0.0,8.260366760284156e-06,1.9343931228455697e-05
0.0,0.0,1.5475144982764557e-05
7.815278087132535e-06,0.0,3.8687862456911393e-05
0.0,0.0,4.255664870260253e-05
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,4.130183380142078e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,0.0,3.0950289965529113e-05
0.00013676736652481938,7.847348422269949e-05,0.0001973080985302481
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.0950289965529113e-05
0.0,0.0,0.0
0.0,0.0,1.1606358737073418e-05
0.0,0.0,3.0950289965529113e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.130183380142078e-06,1.9343931228455697e-05
7.815278087132535e-06,4.130183380142078e-06,1.9343931228455697e-05
3.907639043566268e-06,8.260366760284156e-06,0.0
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
1.563055617426507e-05,2.065091690071039e-05,0.00026307746470699745
3.907639043566268e-06,1.2390550140426234e-05,5.803179368536709e-05
0.0,4.130183380142078e-06,1.5475144982764557e-05
3.907639043566268e-06,0.0,0.0
7.815278087132535e-06,8.260366760284156e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
3.907639043566268e-06,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,1.9343931228455697e-05
0.0,0.0,0.0
0.0,4.130183380142078e-06,6.963815242244051e-05
7.815278087132535e-06,0.0,1.5475144982764557e-05
0.0,0.0,0.0
1.563055617426507e-05,2.478110028085247e-05,1.9343931228455697e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0004728243242715184,0.00022302990252767222,0.0002592086784613063
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.1606358737073418e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-05,0.000264331736329093,0.0002553398922156152
0.0,0.0,3.868786245691139e-06
0.00011332153226342177,0.0001321658681645465,0.00011993237361642532
3.907639043566268e-06,0.0,0.0
0.0,2.065091690071039e-05,0.0002940277546725266
0.0,8.260366760284156e-06,3.868786245691139e-06
0.0,8.260366760284156e-06,1.1606358737073418e-05
8.987569800202416e-05,8.673385098298365e-05,0.00032110925839236456
0.0,0.0,0.0
0.0,4.130183380142078e-06,1.5475144982764557e-05
1.1722917130698802e-05,2.478110028085247e-05,4.6425434948293673e-05
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,7.737572491382278e-06
0.0,0.0,3.868786245691139e-06
0.0,8.260366760284156e-06,1.9343931228455697e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.9343931228455697e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
7.815278087132535e-06,4.130183380142078e-06,3.481907621122026e-05
0.0,0.0,0.0
3.907639043566268e-06,1.2390550140426234e-05,1.5475144982764557e-05
0.0,4.130183380142078e-06,7.737572491382278e-06
0.0,8.260366760284156e-06,0.0
5.4706946609927746e-05,8.260366760284156e-06,0.00013927630484488103
4.689166852279521e-05,1.6520733520568312e-05,4.6425434948293673e-05
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
1.1722917130698802e-05,4.130183380142078e-06,9.285086989658735e-05
0.0,0.0,3.868786245691139e-06
7.815278087132535e-06,0.0,0.0
7.815278087132535e-06,0.0,4.6425434948293673e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.1606358737073418e-05
0.0,4.130183380142078e-06,3.868786245691139e-06
1.1722917130698802e-05,4.130183380142078e-06,3.481907621122026e-05
3.907639043566268e-06,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,0.0,1.1606358737073418e-05
0.0,0.0,7.737572491382278e-06
0.0,0.0,7.737572491382278e-06
7.815278087132535e-06,1.6520733520568312e-05,5.803179368536709e-05
7.815278087132535e-06,1.6520733520568312e-05,2.7081503719837977e-05
0.0,0.0,0.0
0.0,0.0,0.0
7.815278087132535e-06,1.6520733520568312e-05,7.737572491382278e-06
0.0,0.0,7.737572491382279e-05
0.0,4.130183380142078e-06,5.803179368536709e-05
0.0,0.0,0.0
3.907639043566268e-06,0.0,3.868786245691139e-06
3.907639043566268e-06,0.0,5.4163007439675954e-05
0.0,1.6520733520568312e-05,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.0950289965529113e-05
3.126111234853014e-05,4.130183380142078e-05,8.898208365089621e-05
0.0,0.0,0.0
7.815278087132535e-06,0.0,1.1606358737073418e-05
3.907639043566268e-06,0.0,0.0
0.0,0.0,1.1606358737073418e-05
0.0,4.130183380142078e-06,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,2.478110028085247e-05,7.737572491382279e-05
3.907639043566268e-06,2.891128366099455e-05,4.255664870260253e-05
3.907639043566268e-06,4.130183380142078e-06,1.5475144982764557e-05
2.7353473304963873e-05,2.478110028085247e-05,0.00013540751859918986
0.0,4.130183380142078e-06,1.1606358737073418e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0007776201696696873,0.0009458119940525359,0.0012573555298496203
3.907639043566268e-06,8.260366760284156e-06,1.1606358737073418e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.6520733520568312e-05,7.737572491382278e-06
0.0,8.260366760284156e-06,2.3212717474146837e-05
3.126111234853014e-05,0.0001528167850652569,0.0003017653271639089
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.1606358737073418e-05
0.0,0.0,0.0
0.0,2.065091690071039e-05,5.029422119398481e-05
0.0,0.0,0.0
0.0,8.260366760284156e-06,2.3212717474146837e-05
0.0,0.0,3.868786245691139e-06
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.1606358737073418e-05
0.0,0.0,2.7081503719837977e-05
0.0,0.0,0.0
1.1722917130698802e-05,5.369238394184702e-05,3.481907621122026e-05
1.953819521783134e-05,0.00011151495126383611,0.00016635780856471898
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,2.7081503719837977e-05
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
3.907639043566268e-05,1.6520733520568312e-05,0.00016248902231902785
3.907639043566268e-06,0.0,1.1606358737073418e-05
0.0,4.130183380142078e-06,0.0
0.0,0.0,0.0
2.7353473304963873e-05,2.065091690071039e-05,0.0003056341134096
8.987569800202416e-05,2.478110028085247e-05,0.00019343931228455697
0.0,0.0,0.0
1.563055617426507e-05,6.195275070213117e-05,0.0003133716859009823
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.543201718156286e-05,0.00025147110596992404
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,8.260366760284156e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,2.7081503719837977e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0254856218421392,0.023715512968775814,0.026477973065510158
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,1.6520733520568312e-05,1.9343931228455697e-05
0.0,0.0,3.8687862456911393e-05
1.1722917130698802e-05,4.130183380142078e-06,3.868786245691139e-06
7.815278087132535e-06,1.2390550140426234e-05,1.5475144982764557e-05
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,2.7081503719837977e-05
0.0,0.0,0.0
0.0,0.0,0.0
7.815278087132535e-06,4.130183380142078e-06,3.0950289965529113e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.1722917130698802e-05,1.2390550140426234e-05,0.00015475144982764557
0.0,0.0,0.0
0.0,4.130183380142078e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.00016635780856471898
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,8.260366760284156e-06,1.9343931228455697e-05
9.76909760891567e-05,8.673385098298365e-05,0.00025147110596992404
0.0,0.0,0.0
3.907639043566268e-06,0.0,0.00014314509109057216
0.0,0.0,0.0
4.298402947922895e-05,0.0001899884354865356,0.0001470138773362633
0.0,0.0,1.5475144982764557e-05
0.0,0.0,0.0
3.907639043566268e-06,0.0,6.576936617674936e-05
0.0,0.0,0.0
1.1722917130698802e-05,0.0,2.3212717474146837e-05
7.815278087132535e-06,1.6520733520568312e-05,0.00023212717474146836
0.0,4.130183380142078e-06,0.0
0.0,0.0,0.0
0.0,8.260366760284156e-06,0.00010445722863366076
0.0,0.0,0.0
0.0004923625194893497,0.0006649595242028746,0.0012728306748323848
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
7.815278087132535e-06,0.0,7.737572491382278e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,1.1606358737073418e-05
0.0,4.956220056170494e-05,7.737572491382278e-06
7.815278087132535e-06,3.7171650421278706e-05,2.3212717474146837e-05
0.0,0.0,0.0
0.0,0.0,3.481907621122026e-05
7.815278087132535e-06,0.0,1.5475144982764557e-05
0.0,0.0,0.0
3.907639043566268e-06,8.260366760284156e-06,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,1.1606358737073418e-05
0.0,0.0,0.0
7.815278087132535e-06,1.6520733520568312e-05,3.868786245691139e-06
3.907639043566268e-06,0.0,3.868786245691139e-06
3.907639043566268e-06,0.0,1.1606358737073418e-05
0.0,0.0,0.0
2.3445834261397605e-05,2.478110028085247e-05,8.511329740520506e-05
3.907639043566268e-06,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
7.815278087132535e-06,4.130183380142078e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
7.815278087132535e-06,4.130183380142078e-06,7.737572491382278e-06
0.0,0.0,0.0
0.0,8.260366760284156e-06,3.868786245691139e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,1.5475144982764557e-05
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,1.9343931228455697e-05
1.953819521783134e-05,1.6520733520568312e-05,7.350693866813165e-05
0.0,0.0,3.868786245691139e-06
0.0,0.0,1.5475144982764557e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,4.130183380142078e-06,3.868786245691139e-06
0.0,4.130183380142078e-06,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
7.815278087132535e-06,5.78225673219891e-05,8.511329740520506e-05
2.3445834261397605e-05,2.891128366099455e-05,5.803179368536709e-05
7.815278087132535e-06,1.2390550140426234e-05,1.1606358737073418e-05
0.0,0.0,0.0
2.3445834261397605e-05,0.0,1.5475144982764557e-05
3.907639043566268e-06,4.130183380142078e-06,3.481907621122026e-05
1.563055617426507e-05,3.7171650421278706e-05,2.3212717474146837e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,1.9343931228455697e-05
0.0,0.0,0.0
0.0,0.0,0.0
1.953819521783134e-05,4.130183380142078e-06,3.8687862456911393e-05
0.0,2.891128366099455e-05,3.8687862456911393e-05
0.0,0.0,0.0
3.907639043566268e-06,0.0,0.0
0.0,4.130183380142078e-06,0.0
3.907639043566268e-06,8.260366760284156e-06,3.481907621122026e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,1.1606358737073418e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8.260366760284156e-06,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
3.126111234853014e-05,4.543201718156286e-05,0.0
0.0,0.0,0.0
3.907639043566268e-06,8.260366760284156e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.2390550140426234e-05,1.5475144982764557e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,1.1606358737073418e-05
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,3.868786245691139e-06
0.0,4.130183380142078e-06,0.0
0.0,0.0,1.5475144982764557e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,2.3212717474146837e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
3.907639043566268e-06,4.543201718156286e-05,0.00017022659481041012
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
3.907639043566268e-06,0.0,0.0
0.0,0.0,0.0
0.0,0.0,8.124451115951392e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,8.260366760284156e-06,2.7081503719837977e-05
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
0.0,4.130183380142078e-06,0.0
0.0,4.130183380142078e-06,0.0
0.0,0.0,0.0
0.00024618125974467487,0.00043366925491491825,0.0018686237566688203
0.0,0.0,0.0
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,7.737572491382278e-06
0.0,0.0,0.0
7.815278087132535e-06,2.065091690071039e-05,2.7081503719837977e-05
0.0,0.0,0.0
0.0,4.130183380142078e-06,3.868786245691139e-06
0.0,0.0,1.5475144982764557e-05
3.907639043566268e-06,4.130183380142078e-06,3.868786245691139e-06
3.907639043566268e-06,8.260366760284156e-06,0.0
0.0,0.0,0.0
5.079930756636148e-05,7.021311746241534e-05,8.511329740520506e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.5475144982764557e-05
3.907639043566268e-06,0.0,3.481907621122026e-05
0.0,0.0,0.0
0.0,4.130183380142078e-06,1.9343931228455697e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.5475144982764557e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.907639043566268e-06,4.130183380142078e-06,4.6425434948293673e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.9343931228455697e-05
0.0,4.130183380142078e-06,0.0
7.815278087132535e-06,8.260366760284156e-06,7.737572491382278e-06
0.0,4.130183380142078e-06,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,7.737572491382278e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.00011606358737073418
0.0,0.0,3.868786245691139e-06
3.907639043566268e-06,0.0,3.868786245691139e-06
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
0.0,0.0,0.0
0.0,0.0,3.868786245691139e-06
